SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,Trachea
23,MODEL1,PARMS,Trachea,1.828890229,5.208324963,0.173455338,-0.508755418,1.474593046,0.560684527,0.009123817,0.332108762,-1
24,MODEL1,PARMS,Trachea,1.669904654,-4.218852044,0.415479159,-1.017579426,3.142980558,1.10131858,-1.470721544,3.264701983,-1
25,MODEL1,PARMS,Trachea,1.581065179,-3.952229566,0.490482827,-1.258863193,4.327050555,1.036219425,-0.064126012,-0.903391282,-1
26,MODEL1,PARMS,Trachea,1.441299443,12.77387956,0.338118228,-0.360674175,0.525400249,-0.018739417,2.24748881,-4.707056614,-1
27,MODEL1,PARMS,Trachea,1.538844524,18.56633892,0.559714543,-1.555182003,4.879163479,-0.446386097,3.635854849,-7.679621739,-1
28,MODEL1,PARMS,Trachea,1.726896672,6.520511427,0.15097304,0.527246023,-4.078731238,0.454671592,-0.586832525,2.010010879,-1
29,MODEL1,PARMS,Trachea,1.622458159,-0.505134946,0.390176246,-0.7744214,1.306086341,0.861225159,-0.194301682,-0.580456291,-1
30,MODEL1,PARMS,Trachea,1.573436365,12.50439121,0.452484496,-1.201388174,3.084564386,-0.024963495,2.706307582,-5.527349387,-1
31,MODEL1,PARMS,Trachea,1.588882662,16.30498921,0.556137488,-1.164550447,2.70045013,-0.284083569,1.909682657,-3.756166175,-1
32,MODEL1,PARMS,Trachea,1.701699932,9.824304205,0.329478857,-0.120540075,-2.297846332,0.192462762,0.607513729,-0.865107926,-1
33,MODEL1,PARMS,Trachea,1.467547305,0.027956836,0.345559694,-0.540152297,0.824739548,0.845730985,-1.243409463,2.532953588,-1
34,MODEL1,PARMS,Trachea,1.529283296,-3.837914032,0.696524282,-1.569649233,5.23647474,0.995676222,-2.930651383,7.227460636,-1
35,MODEL1,PARMS,Trachea,1.754701319,1.123781743,0.522653662,-0.817686694,2.880915753,0.664597268,1.148224048,-2.899956086,-1
36,MODEL1,PARMS,Trachea,1.692089164,-2.153062359,0.619323244,-1.087160495,2.174183553,0.893762882,-0.443604218,0.550688966,-1
37,MODEL1,PARMS,Trachea,1.67979095,11.46011996,0.629655603,-1.451392467,4.653193201,-0.029674895,4.030889812,-10.47272277,-1
38,MODEL1,PARMS,Trachea,1.671359399,12.80637955,0.357039012,-0.348666294,-1.026760677,-0.005510596,1.538386897,-2.720835667,-1
39,MODEL1,PARMS,Trachea,1.759046381,24.42119384,0.46465554,-0.056108205,-2.110873863,-0.85136463,5.510724308,-11.94064405,-1
40,MODEL1,PARMS,Trachea,1.508410698,-1.994985293,0.61538914,-1.424616959,5.062998212,0.893511785,-1.003616576,1.546702517,-1
41,MODEL1,PARMS,Trachea,1.440474521,-0.308303482,0.273840448,-0.750768182,2.52151954,0.867249401,0.593188428,-2.223056762,-1
42,MODEL1,PARMS,Trachea,1.623389745,3.38246378,0.535916727,-1.454715972,5.176305516,0.553387109,0.959360779,-2.454594185,-1
43,MODEL1,PARMS,Trachea,1.326906941,4.684592027,0.090993134,0.188717274,-0.878200544,0.583723539,1.281977468,-3.985023825,-1
44,MODEL1,PARMS,Trachea,1.67846357,14.82306013,0.2151705,-0.015854152,-1.226760093,-0.129932286,2.62369785,-5.535553405,-1
45,MODEL1,PARMS,Trachea,1.524475647,5.950214118,0.447971711,-0.793695126,1.820915751,0.400692369,1.291621338,-2.795675532,-1
46,MODEL1,PARMS,Trachea,1.654708223,-5.336845073,0.095659829,-0.201671564,-0.000314236,1.270772064,-1.552653617,2.65717846,-1
47,MODEL1,PARMS,Trachea,1.636819949,1.365943431,0.114353652,0.135011178,-2.374601391,0.809808954,-0.284648452,0.517112523,-1
48,MODEL1,PARMS,Trachea,1.453601344,0.512158459,0.561955177,-1.437349037,4.494318628,0.756250044,-1.273136472,3.469447077,-1
49,MODEL1,PARMS,Trachea,1.606017045,22.05005543,0.345994595,-0.377587484,-0.176318101,-0.613550796,3.135922511,-6.724236607,-1
50,MODEL1,PARMS,Trachea,1.313946422,8.521453323,0.149460254,-0.47150189,2.116489152,0.318093433,1.544983024,-3.785303052,-1
51,MODEL1,PARMS,Trachea,1.573086987,16.55525363,0.145110059,-0.128179118,-1.252532777,-0.171797383,2.222826792,-5.38156632,-1
52,MODEL1,PARMS,Trachea,1.791553153,1.943191486,0.239515957,-0.507800274,1.427098157,0.730711301,0.950009567,-2.636002079,-1
53,MODEL1,PARMS,Trachea,1.511275635,7.881772607,0.254523873,-0.308410563,-0.044579609,0.344546033,0.939818024,-2.69334503,-1
54,MODEL1,PARMS,Trachea,1.642163756,19.13281163,0.130099819,-0.797912098,2.34588325,-0.317677933,1.717284136,-3.06882463,-1
55,MODEL1,PARMS,Trachea,1.654055579,-0.04103848,0.307814494,-0.594961058,2.490723347,0.823628716,0.431680499,-1.464692058,-1
56,MODEL1,PARMS,Trachea,1.535481078,15.58295663,0.565366146,-0.923853107,2.120356248,-0.275159345,2.907269949,-6.129280697,-1
57,MODEL1,PARMS,Trachea,1.60045714,3.042552362,0.165296463,-0.141316347,0.153701177,0.694725197,-1.385188795,3.466207633,-1
58,MODEL1,PARMS,Trachea,1.822855809,35.7274006,0.363581695,-0.858358232,0.621081875,-1.49492416,6.518467349,-14.42407876,-1
59,MODEL1,PARMS,Trachea,1.631362796,5.393979527,0.122748356,-0.030648988,-1.626462896,0.548922698,0.66093481,-1.593828934,-1
60,MODEL1,PARMS,Trachea,1.399523952,7.161003679,0.577561378,-1.614710877,5.883658668,0.289398331,1.527883543,-3.241851445,-1
61,MODEL1,PARMS,Trachea,1.556350695,12.27417658,0.414240316,-0.418762677,-0.522542423,-0.013163228,1.921907331,-3.840109379,-1
62,MODEL1,PARMS,Trachea,1.62026258,17.99290891,0.377747159,-0.463760644,0.27853336,-0.377730878,2.429851272,-4.649173385,-1
63,MODEL1,PARMS,Trachea,1.481591771,10.31395091,0.554834604,-1.072439455,3.329542841,0.072201548,2.177745696,-5.023547073,-1
64,MODEL1,PARMS,Trachea,1.649204122,9.228171308,0.108443031,0.214235115,-1.097681751,0.291557274,1.315326414,-3.382494632,-1
65,MODEL1,PARMS,Trachea,1.63656397,0.584369181,0.339448036,-0.823224758,3.513540872,0.803280907,-1.385474762,3.576384728,-1
66,MODEL1,PARMS,Trachea,1.528653068,3.940164469,0.698396099,-1.42849352,4.283449698,0.48347399,-0.460182193,1.40495777,-1
67,MODEL1,PARMS,Trachea,1.506922533,15.61029647,0.343871935,-0.545322576,0.650180186,-0.180865509,1.727340435,-3.095961854,-1
68,MODEL1,PARMS,Trachea,1.77206174,5.182445084,0.427459703,-0.842987138,1.784895096,0.477962992,-0.977651126,3.430575183,-1
69,MODEL1,PARMS,Trachea,1.42781424,3.633647661,0.25433847,-0.58656441,2.018718941,0.613258472,1.184023493,-2.880341323,-1
70,MODEL1,PARMS,Trachea,1.519652172,8.509243839,0.183390412,-0.190752444,0.382216822,0.332427578,-0.015902316,0.779682695,-1
71,MODEL1,PARMS,Trachea,1.587122104,8.990774945,0.52958926,-1.107839964,3.446188972,0.176868019,2.701995186,-7.005123294,-1
72,MODEL1,PARMS,Trachea,1.638502834,4.029483317,0.482261825,-0.894161479,2.25215989,0.520091254,0.271447827,-0.645132857,-1
73,MODEL1,PARMS,Trachea,1.63128328,11.97487536,0.310148323,-0.679956262,2.35644584,0.038993023,3.482276401,-7.795552536,-1
74,MODEL1,PARMS,Trachea,1.72260174,1.575352525,0.27553089,-0.517518888,1.229459951,0.748525985,-0.221700492,-0.508151722,-1
75,MODEL1,PARMS,Trachea,1.496368975,4.83678951,0.642756466,-1.426428415,4.904457607,0.411229388,1.597977149,-4.503695711,-1
76,MODEL1,PARMS,Trachea,1.814192145,10.50137216,-0.023419088,0.776890053,-4.707201243,0.270575488,-1.51963238,5.135180143,-1
77,MODEL1,PARMS,Trachea,1.330919023,8.026115444,0.33311461,-0.420478918,0.17939753,0.305529231,0.931510149,-2.021003647,-1
78,MODEL1,PARMS,Trachea,1.580535778,16.89484678,0.365043503,-0.529659756,0.684636964,-0.304577428,4.320532333,-10.47152068,-1
79,MODEL1,PARMS,Trachea,1.631434088,9.442769768,0.366654352,-0.578005919,0.325792861,0.219058337,0.362016414,-0.797556653,-1
80,MODEL1,PARMS,Trachea,1.53575246,11.01468644,0.488075114,-1.40582388,4.620103593,0.077184515,2.199532165,-5.198860914,-1
81,MODEL1,PARMS,Trachea,1.533855482,8.010139292,0.426420662,-1.097788352,3.808636507,0.29678957,1.314911066,-3.465361481,-1
82,MODEL1,PARMS,Trachea,1.553711755,12.67588767,0.148460979,0.067217704,-2.094203995,0.08265983,-0.189167641,1.550914917,-1
83,MODEL1,PARMS,Trachea,1.397496462,17.24240057,0.7990717,-1.765731673,5.096369986,-0.449508288,4.166874436,-9.837448437,-1
84,MODEL1,PARMS,Trachea,1.486565296,9.057622417,0.389232775,-0.754710767,2.387542415,0.20173831,1.900394776,-3.760635116,-1
85,MODEL1,PARMS,Trachea,1.545801803,-2.675420067,0.401203257,-0.688414625,2.464680654,0.988195955,-1.014211951,2.429822241,-1
86,MODEL1,PARMS,Trachea,1.475813591,12.96286526,0.141014632,-0.422819666,1.32678747,0.047008529,2.544468794,-6.753051839,-1
87,MODEL1,PARMS,Trachea,1.496968295,5.088359448,0.308243534,-0.651224699,2.224183969,0.49380391,1.119838258,-2.704312722,-1
88,MODEL1,PARMS,Trachea,1.714081523,-10.08921481,0.607990831,-1.741048066,6.920318078,1.426458301,-2.239325759,4.356232018,-1
89,MODEL1,PARMS,Trachea,1.708849744,9.604831021,0.600426452,-1.350843393,4.780739902,0.128535001,1.264661685,-2.601151041,-1
90,MODEL1,PARMS,Trachea,1.342729288,0.397487413,0.425186129,-0.563846067,1.761925179,0.775254562,-1.013388466,2.283843399,-1
91,MODEL1,PARMS,Trachea,1.427119231,5.181227279,0.412296554,-1.177033149,3.706897449,0.496641812,0.099632297,-0.561177997,-1
92,MODEL1,PARMS,Trachea,1.782667417,20.63414532,0.41265522,-0.727711577,0.452848032,-0.5535605,3.644252519,-7.695706028,-1
93,MODEL1,PARMS,Trachea,1.800215366,18.09540952,0.170427982,-0.028273094,-1.331151647,-0.289562521,1.926860693,-3.981373687,-1
94,MODEL1,PARMS,Trachea,1.549966973,7.979412121,0.437653672,-0.977306683,2.839441093,0.296390041,0.727364515,-2.05863654,-1
95,MODEL1,PARMS,Trachea,1.556346881,-1.587953068,0.511558478,-1.05301685,2.620353364,0.895732066,-0.981272264,2.088041108,-1
96,MODEL1,PARMS,Trachea,1.527314619,10.82874799,0.537079019,-1.385234367,4.492428742,0.059674185,3.053353794,-8.027481447,-1
97,MODEL1,PARMS,Trachea,1.612696497,11.92287176,-0.11401064,0.056994516,0.066407961,0.200557332,1.115633862,-2.200740015,-1
98,MODEL1,PARMS,Trachea,1.610119994,-11.810928,0.491717782,-0.788153236,2.187750096,1.539371352,-1.795939821,3.106959167,-1
99,MODEL1,PARMS,Trachea,1.407178671,2.946526833,0.507098414,-0.764281701,1.957910253,0.582878701,-0.128874925,-0.130758056,-1
100,MODEL1,PARMS,Trachea,1.690048203,4.398131211,0.721839347,-1.7295303,4.227996723,0.460546123,-0.548699073,1.392288392,-1
101,MODEL1,PARMS,Trachea,1.555724798,6.279933266,0.544727073,-1.068476164,3.906707696,0.332128216,2.433680573,-5.914518932,-1
102,MODEL1,PARMS,Trachea,1.61133092,1.287280564,0.596517804,-1.008958844,3.489420606,0.638048806,1.416094779,-3.636004288,-1
103,MODEL1,PARMS,Trachea,1.798198079,18.56053928,0.108858011,0.273098597,-3.553293793,-0.302546574,2.90229905,-6.834346207,-1
104,MODEL1,PARMS,Trachea,1.533700509,-5.29846097,0.283660757,-0.396143776,0.44054813,1.203407212,-1.159315744,1.461123472,-1
105,MODEL1,PARMS,Trachea,1.485631708,9.222959189,0.289269238,-0.47955049,1.229934967,0.229933173,1.544405609,-3.123334198,-1
106,MODEL1,PARMS,Trachea,1.479019606,3.627550111,0.464165761,-0.597320821,1.284210305,0.539585484,1.501972934,-3.861436046,-1
107,MODEL1,PARMS,Trachea,1.505552578,11.16183876,0.426773554,-1.06665703,3.353831611,0.066847944,3.137506941,-7.97477979,-1
108,MODEL1,PARMS,Trachea,1.767680507,-10.0416911,0.356214473,-1.047368223,4.016462748,1.494167574,-1.162139033,1.041732582,-1
109,MODEL1,PARMS,Trachea,1.489215803,5.481063947,0.335670361,-1.207106617,3.95197871,0.503810859,0.568105971,-1.582625467,-1
110,MODEL1,PARMS,Trachea,1.716768881,16.33148687,0.587875202,-1.419025384,3.795492068,-0.303484367,2.051321911,-3.433252478,-1
111,MODEL1,PARMS,Trachea,1.5543624,11.63156168,0.471162172,-1.148035801,3.629181667,0.027537836,2.381492032,-5.667296222,-1
112,MODEL1,PARMS,Trachea,1.619584079,11.06481884,0.430262609,-1.027125658,1.885646314,0.119416035,0.661313134,-1.165129058,-1
113,MODEL1,PARMS,Trachea,1.549470048,18.8021682,0.400610664,-0.948041881,2.84767706,-0.397705884,2.030758012,-3.385824745,-1
114,MODEL1,PARMS,Trachea,1.522785484,2.762058944,0.273346442,-0.76389084,2.574648688,0.672187347,1.316322934,-4.295806478,-1
115,MODEL1,PARMS,Trachea,1.645362209,3.077776676,0.437017335,-0.729929949,1.689869434,0.604762817,-0.645903284,2.336672331,-1
116,MODEL1,PARMS,Trachea,1.513981827,12.50709797,-0.061798571,0.462069269,-2.052362923,0.121150972,1.355734702,-2.168044246,-1
117,MODEL1,PARMS,Trachea,1.684107188,25.13017368,0.388500598,-0.43993068,-0.738811794,-0.829980008,3.251743372,-6.364066904,-1
118,MODEL1,PARMS,Trachea,1.57696094,9.099699636,0.408976542,-1.239796187,3.79208309,0.235323275,1.206356943,-2.387881498,-1
119,MODEL1,PARMS,Trachea,1.646202486,13.37619635,0.67458615,-1.489732518,4.478235712,-0.140310657,2.518143441,-5.661773093,-1
120,MODEL1,PARMS,Trachea,1.738734932,22.6970152,0.384603242,-0.571629248,-0.266119629,-0.659433548,2.914796318,-5.265828943,-1
121,MODEL1,PARMS,Trachea,1.474717602,14.69948416,0.534378056,-0.717905917,1.541271831,-0.218057855,3.536116497,-8.699828429,-1
122,MODEL1,PARMS,Trachea,1.577476905,-0.809085819,0.579877527,-0.828463303,1.650213877,0.81508778,-1.206489208,2.977704649,-1
123,MODEL1,PARMS,Trachea,1.416435506,12.81776711,0.022290417,-0.528720272,2.221404503,0.101940343,1.728457577,-3.552948833,-1
124,MODEL1,PARMS,Trachea,1.472598121,7.343520783,0.85711629,-1.913152814,6.006839337,0.198615008,0.478149505,-0.60534324,-1
125,MODEL1,PARMS,Trachea,1.436799701,6.134014584,0.258948168,-0.34679738,1.093292029,0.42620201,2.554867971,-6.796626625,-1
126,MODEL1,PARMS,Trachea,1.682754761,-8.403858669,0.762265981,-1.19033158,1.352616903,1.265618908,-1.931627615,3.441718117,-1
127,MODEL1,PARMS,Trachea,1.512174018,8.969767727,0.494453593,-1.002794955,2.62515618,0.200201314,0.623004256,-0.275267305,-1
128,MODEL1,PARMS,Trachea,1.594201605,7.042297201,0.441958719,-0.842729284,2.373069416,0.335811041,1.256011213,-2.994938999,-1
129,MODEL1,PARMS,Trachea,1.873605376,15.42156241,-0.019075264,0.244662208,-2.969605431,-0.050269723,0.738774823,-0.717604911,-1
130,MODEL1,PARMS,Trachea,1.732681763,12.91101454,0.332257446,-0.363915363,-0.661894739,-0.01976924,2.610834491,-6.036472383,-1
131,MODEL1,PARMS,Trachea,1.714494192,21.32112285,0.003832031,-0.045805849,-0.763718534,-0.449080058,3.584365959,-8.340429521,-1
132,MODEL1,PARMS,Trachea,1.555172133,6.814537137,0.188810234,0.000922898,-1.259170382,0.431778864,0.466659033,-0.952431603,-1
133,MODEL1,PARMS,Trachea,1.589379918,-4.564470557,0.656056734,-1.447314795,4.591857776,1.051696693,-1.484684587,2.518394129,-1
134,MODEL1,PARMS,Trachea,1.566875762,6.623922992,0.45166753,-1.247286968,4.133413032,0.368848209,0.453514827,-0.73988391,-1
135,MODEL1,PARMS,Trachea,1.673433743,5.440763195,0.710921528,-1.447602011,4.774738177,0.354256628,1.757910347,-4.790780894,-1
136,MODEL1,PARMS,Trachea,1.752252994,13.37067156,0.211103039,-0.198219781,-1.386315879,0.002749792,0.673592842,-0.212020003,-1
137,MODEL1,PARMS,Trachea,1.483262232,17.12723418,0.336837607,-0.719010899,1.758704397,-0.30872889,3.440633361,-7.673415205,-1
138,MODEL1,PARMS,Trachea,1.516728835,16.11849771,0.409462339,-1.292914309,4.52923871,-0.240548462,3.411845074,-8.499486002,-1
139,MODEL1,PARMS,Trachea,1.444035511,8.188357905,0.320769822,-0.300121303,0.295588119,0.264118412,2.945370496,-7.321461078,-1
140,MODEL1,PARMS,Trachea,1.562693844,-15.37392937,0.469530376,-1.050251571,3.689708661,1.799575737,-2.524235884,3.814013562,-1
141,MODEL1,PARMS,Trachea,1.676183491,2.539685253,0.454863273,-0.837746335,1.851332003,0.629473981,-0.400367199,1.05862223,-1
142,MODEL1,PARMS,Trachea,1.629152492,16.2956729,0.59367312,-1.373760156,3.925334913,-0.301385769,2.740942734,-6.400030788,-1
143,MODEL1,PARMS,Trachea,1.651002097,4.405993302,0.037092576,0.34088104,-4.104428016,0.658436154,-1.171192464,2.497295186,-1
144,MODEL1,PARMS,Trachea,1.558754975,0.702319101,0.752342422,-1.449180682,3.784958826,0.652769605,-0.344738325,0.447655507,-1
145,MODEL1,PARMS,Trachea,1.554450107,14.37178732,0.471398531,-0.570851447,1.008024689,-0.17950613,3.867589143,-9.147712613,-1
146,MODEL1,PARMS,Trachea,1.590738704,6.620978743,0.470016209,-0.728918942,0.649200403,0.354704099,1.514200568,-3.859855901,-1
147,MODEL1,PARMS,Trachea,1.580632575,1.608753838,0.256947396,-0.202997894,0.137250786,0.739402795,0.843935353,-2.579339917,-1
148,MODEL1,PARMS,Trachea,1.579102291,10.35941654,0.187498547,-0.192876086,1.14360155,0.162457734,3.511262384,-8.789162176,-1
149,MODEL1,PARMS,Trachea,1.44624733,12.56348294,0.366350211,-1.172692986,4.170217505,0.014853112,0.792320872,-0.865085288,-1
150,MODEL1,PARMS,Trachea,1.555607417,11.71361433,0.602199701,-1.325836999,4.017044913,-7.47999E-05,1.080626967,-2.200237658,-1
151,MODEL1,PARMS,Trachea,1.539788539,7.955524919,-0.01766882,-0.295778158,1.612849437,0.434358622,0.477369625,-0.548950177,-1
152,MODEL1,PARMS,Trachea,1.545025382,1.801619781,0.281448433,-0.49010329,1.776431287,0.732847627,0.157598442,-0.888165641,-1
153,MODEL1,PARMS,Trachea,1.339346806,2.064143092,0.376981718,-1.322242742,5.533581236,0.705643118,0.013474227,-0.980356195,-1
154,MODEL1,PARMS,Trachea,1.556234791,-6.498790281,0.221981678,-0.842653212,3.261266986,1.313726488,-1.045826334,0.740702591,-1
155,MODEL1,PARMS,Trachea,1.655112403,-9.090718791,0.21406119,-0.520545771,1.022561656,1.491125236,-3.416711881,7.582533111,-1
156,MODEL1,PARMS,Trachea,1.615633374,-2.591422995,0.465547872,-1.052796463,3.780852292,0.949877957,-0.566266237,0.86299072,-1
157,MODEL1,PARMS,Trachea,1.521483023,13.59193214,0.292268445,-0.270861189,0.156577464,-0.054581565,2.557042975,-5.741818581,-1
158,MODEL1,PARMS,Trachea,1.521446496,6.911900579,0.269231221,-0.251286693,-0.150623944,0.393879478,1.313879901,-3.533702177,-1
159,MODEL1,PARMS,Trachea,1.523371633,5.846584814,0.574084266,-1.299038452,4.665357147,0.360853283,2.461022307,-6.269756536,-1
160,MODEL1,PARMS,Trachea,1.584551744,5.565920305,0.41281327,-0.477400325,0.983013409,0.432459919,0.630363338,-1.139284976,-1
161,MODEL1,PARMS,Trachea,1.70659673,7.559848624,0.441366213,-0.769376097,1.783159496,0.276646418,1.81303059,-3.55125399,-1
162,MODEL1,PARMS,Trachea,1.357683483,4.204033402,0.410622347,-0.918762238,2.671514279,0.545760981,-1.117112869,3.707775654,-1
163,MODEL1,PARMS,Trachea,1.478375195,15.16744336,0.491156691,-0.666566316,2.033353991,-0.24238245,3.557199387,-7.852483021,-1
164,MODEL1,PARMS,Trachea,1.659876727,0.719507722,0.829754591,-2.024485134,7.182281922,0.632369144,1.484717486,-4.661894792,-1
165,MODEL1,PARMS,Trachea,1.59077745,-8.417092463,0.606120176,-1.035885136,2.928224839,1.282032369,-0.087152136,-1.159641089,-1
166,MODEL1,PARMS,Trachea,1.606390309,4.167959096,0.486153911,-0.975190893,2.276865808,0.534911329,-0.519577212,1.526338673,-1
167,MODEL1,PARMS,Trachea,1.470814009,18.45541116,0.098701225,-0.715124914,2.615308241,-0.289861883,3.505646956,-8.412600797,-1
168,MODEL1,PARMS,Trachea,1.614038171,5.881099824,0.497517872,-1.539290025,5.053927955,0.41295608,1.109033368,-2.940323812,-1
169,MODEL1,PARMS,Trachea,1.477722839,-1.927218958,0.405877262,-0.989202801,3.458281774,0.941455241,-0.928211776,1.95632401,-1
170,MODEL1,PARMS,Trachea,1.514102078,11.61380086,0.346587796,-0.179605227,-0.68276692,0.038183865,2.356555886,-5.794861737,-1
171,MODEL1,PARMS,Trachea,1.832012513,-3.219456393,0.230934205,-0.551506764,0.986048022,1.090469923,-1.537388792,3.367994075,-1
172,MODEL1,PARMS,Trachea,1.431581561,-4.716911981,0.441929547,-0.847109353,2.2945301,1.122707809,-0.981937004,1.392288855,-1
173,MODEL1,PARMS,Trachea,1.528329474,12.81771027,0.581279162,-1.136608764,2.532008501,-0.062400858,1.125588222,-2.181354026,-1
174,MODEL1,PARMS,Trachea,1.768256321,5.874771565,0.384004064,-0.74459325,0.340730901,0.449436032,0.394027103,-1.227311775,-1
175,MODEL1,PARMS,Trachea,1.79207763,21.04325394,0.009623946,0.333031644,-2.712642633,-0.435737443,2.504067972,-4.75476129,-1
176,MODEL1,PARMS,Trachea,1.799762714,11.14837525,0.370980498,-0.239010087,-1.671623082,0.093306624,1.700028745,-4.361036354,-1
177,MODEL1,PARMS,Trachea,1.608721304,7.684837508,0.291469931,-0.251345783,0.224131529,0.311672711,2.249245992,-5.689748233,-1
178,MODEL1,PARMS,Trachea,1.478014502,13.51401631,0.225123082,-0.570941949,1.907822648,-0.023395072,1.650717706,-2.827179688,-1
179,MODEL1,PARMS,Trachea,1.655002652,7.333233054,0.479777496,-1.016983111,2.916053837,0.308655451,1.358945185,-3.091965859,-1
180,MODEL1,PARMS,Trachea,1.465482155,5.204822767,0.150863884,-0.582045672,1.940395548,0.562915368,0.434824159,-1.395438795,-1
181,MODEL1,PARMS,Trachea,1.56185529,6.568683429,0.542562976,-1.085632086,3.322365497,0.341684765,0.627008493,-1.110612174,-1
182,MODEL1,PARMS,Trachea,1.70989834,16.45552706,0.353931368,-0.789428006,1.612394413,-0.229214052,2.224640109,-4.706344593,-1
183,MODEL1,PARMS,Trachea,1.41479451,10.01557528,0.386949154,-0.821999225,2.779872087,0.146671868,1.939515008,-4.646357306,-1
184,MODEL1,PARMS,Trachea,1.646151326,-2.777588857,0.487656098,-0.692041436,1.691273938,0.944505619,0.154739585,-0.852244476,-1
185,MODEL1,PARMS,Trachea,1.683983114,-6.153343123,0.20284517,0.449039459,-2.547451482,1.244082775,-0.323845201,-0.030148961,-1
186,MODEL1,PARMS,Trachea,1.591690509,4.132541903,0.85079758,-1.669254583,4.581872724,0.398823589,1.434931102,-3.743799152,-1
187,MODEL1,PARMS,Trachea,1.485385998,8.738055583,0.191034112,-0.562986766,1.551916496,0.321699701,0.314190532,-0.385759518,-1
188,MODEL1,PARMS,Trachea,1.568234213,13.17328216,0.602638187,-1.308994613,3.792131575,-0.093423431,1.037835664,-0.380891018,-1
189,MODEL1,PARMS,Trachea,1.929934052,1.937197604,0.340295102,-0.676839364,0.887857057,0.728296381,-1.141715822,2.86913608,-1
190,MODEL1,PARMS,Trachea,1.391473997,-2.251731744,0.329411321,-1.037355693,4.123730778,1.001164807,-1.313051824,2.228189204,-1
191,MODEL1,PARMS,Trachea,1.604784818,-3.135605362,0.702430919,-1.118028436,2.409851229,0.918204064,-0.609058563,0.967321619,-1
192,MODEL1,PARMS,Trachea,1.723089568,2.730086092,0.378025421,-0.466756679,0.50918872,0.621156336,1.530924977,-4.848912284,-1
193,MODEL1,PARMS,Trachea,1.409722045,14.21231895,0.610526196,-1.47425871,4.276322929,-0.172591841,2.055467341,-4.510239516,-1
