SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,ers_tot,ers_tot1,ers_tot2,Trachea
35,MODEL1,PARMS,Trachea,1.984371247,9.53097077,0.053219779,0.524179296,-3.265104347,0.258480265,0.05934876,-0.035596553,0.527781129,-1.653742349,4.496741812,-1
36,MODEL1,PARMS,Trachea,1.881022999,32.15769138,0.370960391,-0.925743473,3.250024874,-1.27797188,3.925104763,-7.105535962,0.828762062,-0.578736526,-0.503583198,-1
37,MODEL1,PARMS,Trachea,1.686629675,19.33850213,0.296149027,-0.153928957,0.363175825,-0.678826574,0.923554668,-0.605420608,1.382234075,-1.111791225,0.979317491,-1
38,MODEL1,PARMS,Trachea,1.852050748,46.36237136,0.219415818,-0.558778874,2.591545106,-2.294811446,8.003132318,-16.42322472,1.505703756,-3.05362855,5.343046823,-1
39,MODEL1,PARMS,Trachea,1.814041464,17.54265294,0.143390001,0.18160079,-1.250297643,-0.52939776,2.721779263,-5.567167285,1.373707732,-2.60219894,5.181372462,-1
40,MODEL1,PARMS,Trachea,1.837777776,34.44628473,0.356160915,-0.644924243,1.344421357,-1.62817139,2.884307821,-3.865607472,1.584142299,-2.174810697,3.051880242,-1
41,MODEL1,PARMS,Trachea,1.570536807,48.81926218,0.113852146,0.052740757,-1.965902878,-2.33281051,6.523179776,-11.90391452,1.296359813,-2.957320136,5.659559253,-1
42,MODEL1,PARMS,Trachea,1.80041739,35.52438617,0.393934217,-0.944367707,2.847348922,-1.313036009,1.545002224,-0.985284997,0.270206294,0.596175748,-1.185785924,-1
43,MODEL1,PARMS,Trachea,1.797002637,-2.648928266,0.183461582,-0.306682391,0.83137132,0.964211289,-5.4961076,12.57417805,0.501028484,1.061052519,-3.454912499,-1
44,MODEL1,PARMS,Trachea,1.713551125,36.62161692,0.385766799,-0.957090535,3.724361409,-1.74305128,4.632486305,-7.26800285,1.357842456,-1.919394906,2.921048171,-1
45,MODEL1,PARMS,Trachea,1.736903784,20.35845094,0.133291618,-0.056691408,-0.032086594,-0.264815505,0.48648311,0.637352796,-0.045530514,1.151790623,-3.322729938,-1
46,MODEL1,PARMS,Trachea,1.872540198,2.471534068,0.123071635,-0.107350964,1.202958983,0.466360998,-1.299780063,3.811293222,1.124758241,-1.137968084,0.715810833,-1
47,MODEL1,PARMS,Trachea,1.795248596,12.87192101,0.317520895,0.038324254,-0.976417951,-0.237753814,0.73932991,-1.238788805,1.19308504,-1.7807104,3.144262674,-1
48,MODEL1,PARMS,Trachea,1.786292647,2.557875048,0.370604882,-0.910666249,3.056929214,0.47057084,-1.113799177,3.384817387,1.005616549,-2.360091407,4.630605139,-1
49,MODEL1,PARMS,Trachea,1.866422409,24.53592125,0.377163625,-0.675298402,1.304352813,-0.571746076,2.179121814,-4.959707214,-0.060707912,2.005783884,-5.755931423,-1
50,MODEL1,PARMS,Trachea,1.801645739,11.26616281,0.199030499,0.083448837,-0.630529208,0.286652726,-1.204477627,3.172339154,-0.183323198,2.062933788,-4.679732689,-1
51,MODEL1,PARMS,Trachea,2.010701392,21.98161451,-0.052164607,0.468931035,-1.650448013,-0.793813193,1.373673589,-1.170985674,1.654470237,-2.695050713,3.983722317,-1
52,MODEL1,PARMS,Trachea,1.852214006,23.06751913,0.10056093,0.426516627,-2.349178322,-0.453781839,0.884439299,-0.759147152,0.089473102,-0.188799399,1.113519244,-1
53,MODEL1,PARMS,Trachea,1.78476204,43.98431876,0.576141424,-1.277269011,3.52184529,-2.012017251,5.847311183,-10.80844249,0.661401281,-0.243617135,-0.498092273,-1
54,MODEL1,PARMS,Trachea,1.809647633,4.826942114,0.119827199,0.417022179,-2.170688432,0.524837169,-2.208031745,5.244193173,0.440175703,0.219191973,-1.256025212,-1
55,MODEL1,PARMS,Trachea,1.884177141,7.994822839,0.376149742,-0.447589853,1.696456665,-0.0332619,0.308024721,0.505062562,1.397629488,-0.731768988,-0.369522806,-1
56,MODEL1,PARMS,Trachea,1.740848917,-7.714565983,0.378623947,-0.780901594,2.318124797,1.081018419,-5.978009366,14.22153284,1.022082941,-0.627639769,0.358741165,-1
57,MODEL1,PARMS,Trachea,1.833527833,28.96940405,0.13745772,-0.452132254,2.399078045,-1.277218028,4.398080244,-8.277350661,1.613719079,-3.236476916,5.894445647,-1
58,MODEL1,PARMS,Trachea,1.706623432,25.52928892,0.297491676,-0.49782113,0.256860355,-0.970870144,-0.005145601,2.537694243,1.331717831,-1.923399524,3.07863465,-1
59,MODEL1,PARMS,Trachea,1.903830332,-3.812566241,0.282264409,-0.341204184,0.133756958,0.931886321,-0.724214786,0.849882354,0.834978993,-2.242422224,4.628371536,-1
60,MODEL1,PARMS,Trachea,1.769738349,28.78202875,0.25081721,0.052498177,-0.996775627,-1.242424229,4.235545458,-7.490887761,1.493021373,-3.11477061,5.718225155,-1
61,MODEL1,PARMS,Trachea,1.975476531,30.73849242,0.159539095,0.449491377,-3.395101498,-1.564807482,2.975017142,-4.219080346,2.25338026,-3.823699729,6.253175204,-1
62,MODEL1,PARMS,Trachea,1.907586487,28.0435688,0.218592238,0.523189976,-3.677080036,-0.975847011,4.817918802,-9.383989903,0.555035554,0.18971328,-1.642616114,-1
63,MODEL1,PARMS,Trachea,1.731953826,13.95896814,0.250229273,-0.788488471,2.603010405,-0.056245225,-0.166235094,1.186591564,0.525721206,-0.158700617,-0.071039756,-1
64,MODEL1,PARMS,Trachea,1.715462252,45.55125835,0.029829588,0.907572861,-5.548549436,-1.866612962,6.274258374,-12.59915808,0.257716984,-0.251092844,1.007697574,-1
65,MODEL1,PARMS,Trachea,1.72296625,33.04682184,0.154782066,0.084999663,-1.633845202,-1.188879081,3.143207469,-6.06582009,0.468004727,0.090080528,-0.472723221,-1
66,MODEL1,PARMS,Trachea,1.824912579,7.166537579,-0.000538105,1.035973186,-5.21939421,0.332784034,-0.320816203,1.161199928,0.747214515,-1.97517605,4.044773047,-1
67,MODEL1,PARMS,Trachea,1.983329555,16.45113083,0.334672408,-0.813808706,2.597201528,-0.294476956,2.388037221,-4.731892539,0.676191071,0.015431045,-1.329665147,-1
68,MODEL1,PARMS,Trachea,1.829937717,6.898358105,-0.168084694,0.84756145,-3.159655286,0.392181057,-3.210700655,8.162304498,0.833199407,-0.667054583,0.328750629,-1
69,MODEL1,PARMS,Trachea,1.901181349,-9.698922873,0.384872495,-0.580517644,2.159476263,1.579000731,-3.768111926,7.358427087,-0.371654429,1.833347385,-4.106791438,-1
70,MODEL1,PARMS,Trachea,1.826802813,45.62886148,0.304215633,0.275415044,-2.907757896,-2.123581832,7.4529804,-14.1614605,0.747445007,-0.861788522,1.645078696,-1
71,MODEL1,PARMS,Trachea,1.756502051,23.00440411,0.117141201,0.060982589,-0.459821796,-0.441523362,1.461767342,-2.139846407,-0.109750566,2.484786501,-6.33176172,-1
72,MODEL1,PARMS,Trachea,1.867007956,15.34099593,0.274126822,-0.382948793,0.275376482,-0.054590344,0.112640618,0.137925452,0.251974499,0.034016293,-0.642385909,-1
73,MODEL1,PARMS,Trachea,1.953811371,-0.373606511,0.17110151,0.255175948,-2.434738858,0.948591768,-1.311730075,2.180668508,0.019192387,0.977706658,-3.056944089,-1
74,MODEL1,PARMS,Trachea,1.74224053,2.069853978,-0.068463609,0.699853759,-3.187416152,0.001207118,1.070116581,-1.492704707,3.083230527,-7.750391057,15.44063348,-1
75,MODEL1,PARMS,Trachea,1.833965867,14.37763488,-0.133850235,1.89342587,-9.072161304,-0.233684548,1.924715528,-4.604604588,1.251097075,-2.447897095,4.852860176,-1
76,MODEL1,PARMS,Trachea,1.987476054,11.55155682,0.3983646,-1.058263443,5.106767919,-0.238938131,1.462786565,-2.599133305,1.507778591,-2.985935352,5.42032291,-1
77,MODEL1,PARMS,Trachea,1.856729684,3.517396723,0.00680007,0.082493288,-0.066354051,0.532997908,-2.513995808,6.572914695,0.919204137,-1.665537584,2.927617877,-1
78,MODEL1,PARMS,Trachea,1.876867516,16.47651034,0.117225749,0.276297347,-1.33562285,-0.376701417,2.804366991,-5.188986199,1.029410795,-0.824932788,0.407069337,-1
79,MODEL1,PARMS,Trachea,1.823151851,25.51890681,0.539217764,-1.044752814,3.086223127,-1.050636632,1.60278804,-0.433675855,1.235468891,-1.60022687,2.027107236,-1
80,MODEL1,PARMS,Trachea,1.911287363,14.15396296,0.222470192,0.135122872,-2.044135048,-0.159116157,1.66198308,-2.943749917,0.799937121,-1.83889662,3.332479025,-1
81,MODEL1,PARMS,Trachea,1.91228307,19.02546363,0.251548201,0.644072472,-3.981236554,-0.339039995,2.584314233,-5.054002436,0.241921783,0.404792196,-1.341581979,-1
82,MODEL1,PARMS,Trachea,1.886139436,24.44377519,0.154650518,-0.459026921,1.168276753,-0.630062588,3.016178821,-6.646129766,0.338513273,0.884430821,-3.329352829,-1
83,MODEL1,PARMS,Trachea,1.831631287,14.14008396,0.231369692,-0.355037265,0.713300834,-0.111223634,0.02741347,0.773824962,0.698942679,-0.177556878,-1.322506466,-1
84,MODEL1,PARMS,Trachea,1.874130264,32.14676499,-0.022642319,0.957552418,-4.410522279,-1.311026153,2.899711931,-4.400180899,1.223046968,-1.7589621,2.600117943,-1
85,MODEL1,PARMS,Trachea,1.795523347,-2.326332868,0.613647904,-1.394754861,5.373724414,0.737567618,-2.386939617,6.448569125,0.747871878,0.478043153,-3.074503967,-1
86,MODEL1,PARMS,Trachea,2.035916077,17.1205437,-0.024061535,0.971067874,-4.32062848,-0.134187264,0.889294822,-0.552886248,0.13415115,1.330825361,-3.643270423,-1
87,MODEL1,PARMS,Trachea,1.791389894,12.32352379,0.355398134,0.015443265,-0.663273164,-0.085791955,-0.05888524,1.350348478,0.695422552,-0.284718011,-0.356117633,-1
88,MODEL1,PARMS,Trachea,1.789154646,10.64224698,0.260135674,-0.081402149,-0.412055252,-0.001225875,0.950165093,-1.623354096,0.931572451,-1.185316913,1.231623469,-1
89,MODEL1,PARMS,Trachea,1.904705333,-2.216729777,0.421409726,-0.085692998,-2.103305059,0.923242304,-1.982186837,4.53910776,0.280924282,-0.396421027,0.803841243,-1
90,MODEL1,PARMS,Trachea,1.644277273,3.937350779,0.097229831,0.180599532,-2.101699114,0.230207913,-0.799313466,1.827847693,1.763681654,-3.725683159,7.718145428,-1
91,MODEL1,PARMS,Trachea,1.90238757,-6.111264963,0.061432444,0.853224981,-4.408307101,1.272601004,-3.819240086,9.493091088,0.213455848,-0.766848236,2.307351693,-1
92,MODEL1,PARMS,Trachea,1.919014622,30.87156302,0.632588219,-1.738769946,5.080697881,-1.129763325,3.928551646,-7.448538877,0.291342487,1.378889321,-4.612755342,-1
93,MODEL1,PARMS,Trachea,1.973285145,34.6532084,0.540937518,-1.225593238,2.878907541,-1.354494779,5.626531536,-11.21504284,0.369376894,-0.141306059,-0.34884103,-1
94,MODEL1,PARMS,Trachea,1.881249707,19.16705425,0.128378225,0.775201002,-3.688608233,-0.539983925,5.543672621,-12.18672289,0.889515065,-0.71342619,0.534139241,-1
95,MODEL1,PARMS,Trachea,1.774322672,25.77155549,0.406452642,-0.071718219,-2.8346585,-0.572438296,1.253283144,-1.564441248,-0.401336206,2.604450637,-5.874141381,-1
96,MODEL1,PARMS,Trachea,1.954326774,-2.454562104,0.208721987,-0.114567428,0.219999735,0.663122127,-2.747714568,6.768324205,1.407410167,-0.891201267,-0.210058909,-1
97,MODEL1,PARMS,Trachea,1.844402935,39.87465938,0.385626583,-0.904903945,3.410948636,-1.703694454,6.256951871,-12.96801711,0.571348391,-0.537492152,1.315953138,-1
98,MODEL1,PARMS,Trachea,1.828003928,4.306754261,0.387343689,0.147267012,-1.56437475,0.342411692,2.572333368,-6.841475513,0.797468213,-0.771495672,0.778538862,-1
99,MODEL1,PARMS,Trachea,1.746269332,27.77226095,0.275809972,-0.170097438,-0.653993032,-1.03730177,2.859266364,-5.14315463,1.012831169,-1.648802513,2.799633096,-1
100,MODEL1,PARMS,Trachea,1.837988117,6.971262111,0.143465047,-0.296731542,1.043242696,0.622821507,-2.516398924,6.51121631,-0.236800599,1.302521853,-3.656755488,-1
101,MODEL1,PARMS,Trachea,1.793944993,20.45252758,0.272406613,-0.020527287,-1.767618412,-0.516985487,1.656017543,-3.018124789,0.812175381,-2.247630616,5.247440825,-1
102,MODEL1,PARMS,Trachea,1.879943245,10.36457774,0.286793171,-0.186863657,-0.656736482,0.014044782,0.28000755,0.10452024,1.008069625,-2.564416668,5.501247848,-1
103,MODEL1,PARMS,Trachea,1.832700106,26.96688158,0.215539387,-0.223980744,-0.399506575,-0.977295402,3.613248361,-7.066141672,1.004743469,-1.772140243,3.057999335,-1
104,MODEL1,PARMS,Trachea,1.746015856,19.26165457,0.382229159,-0.548684714,2.044997199,-0.67003613,3.317394525,-6.561952608,1.220084913,-1.407631514,1.766958373,-1
105,MODEL1,PARMS,Trachea,1.754171502,13.55182125,0.084938824,0.16397712,-1.28443072,0.106065156,-2.483730484,6.34293451,0.186200569,1.732112051,-4.960474655,-1
106,MODEL1,PARMS,Trachea,1.762085343,24.02888303,0.322641732,-0.605188085,1.680917254,-0.875027545,2.771017006,-3.712199683,1.0457761,-0.756916819,-0.029886767,-1
107,MODEL1,PARMS,Trachea,1.773578298,2.930712326,0.416371157,-0.892596455,2.581249604,0.667681055,-1.809089411,3.651124193,0.203119548,0.24827237,-0.445930504,-1
108,MODEL1,PARMS,Trachea,2.159409707,5.708918495,-0.346474902,1.703590249,-8.024982062,0.961274988,-2.751135576,5.206421892,-0.769505312,2.345020376,-4.848216,-1
109,MODEL1,PARMS,Trachea,1.712622233,8.572857726,0.469992818,-0.249054851,-1.01379694,0.231256712,0.266593719,-0.760169154,0.438112977,-0.933765875,1.968979315,-1
110,MODEL1,PARMS,Trachea,1.823875141,0.805062413,0.150921491,-0.066340314,0.34398131,0.471345921,-1.410178475,3.035131796,1.59189136,-4.2647949,8.968813052,-1
111,MODEL1,PARMS,Trachea,1.664997418,41.77497618,0.176206744,0.379302207,-2.841198037,-1.62114813,4.905441774,-8.689195706,-0.038807592,2.456535212,-6.566398289,-1
112,MODEL1,PARMS,Trachea,1.887395848,6.970711102,0.370818843,-0.380236227,0.302099078,0.606006282,-1.699440145,3.898098501,-0.518651884,2.507497323,-5.304330574,-1
113,MODEL1,PARMS,Trachea,1.836064746,-4.543960702,0.273626501,-0.60400974,2.455418816,1.05605237,-3.34138833,7.327249671,0.46589823,0.54163584,-1.798437235,-1
114,MODEL1,PARMS,Trachea,1.851573601,37.16420877,0.446568411,-0.604431027,1.326007317,-1.399359775,7.234947733,-15.05282551,-0.014603664,0.260400315,-0.715121153,-1
115,MODEL1,PARMS,Trachea,1.731860886,-3.163463105,0.16654134,0.289151458,-2.554065925,0.558587243,-1.503064689,3.604144128,1.973026996,-3.743439244,6.930061125,-1
116,MODEL1,PARMS,Trachea,1.875585468,0.486629315,0.537672563,-1.60717543,5.726135178,0.788957449,-1.083706554,2.328361688,0.187767305,-0.003289888,-0.570240844,-1
117,MODEL1,PARMS,Trachea,1.894960539,13.81521866,0.172090281,-0.387937766,0.389695376,0.035792362,-0.716599648,1.869811169,0.413928889,-0.715902902,1.568197294,-1
118,MODEL1,PARMS,Trachea,1.714364439,2.707188452,-0.171398692,0.649199152,-2.017790127,0.890942861,-2.199565186,4.48143789,-0.105017232,1.907077578,-5.031323483,-1
119,MODEL1,PARMS,Trachea,1.668938554,-9.89375441,0.226174389,-0.280849973,0.616739698,1.524734039,-4.596820499,10.0095972,0.008124096,1.753771332,-5.198886281,-1
120,MODEL1,PARMS,Trachea,1.909499556,15.85882965,0.254342246,-0.574316104,2.710719662,0.062992979,1.987820226,-5.050805292,-0.423270549,2.030283352,-4.889279347,-1
121,MODEL1,PARMS,Trachea,1.824728766,9.025091345,0.376760327,-0.10399756,-0.081075132,0.128573311,-0.661884743,2.071202913,0.673784163,-1.054856988,2.383602066,-1
122,MODEL1,PARMS,Trachea,1.711530343,31.87398327,0.128225851,-0.071667127,0.020537636,-1.180571152,3.950060312,-7.755917965,0.676395265,-0.48567822,0.670494253,-1
123,MODEL1,PARMS,Trachea,2.030690542,39.8503789,0.011026523,0.059977511,-0.841339122,-1.71398094,3.523403073,-5.769109573,1.158942064,-1.89673954,2.686066162,-1
124,MODEL1,PARMS,Trachea,1.800571585,10.86872127,0.209132465,-0.509133012,1.732716694,0.150618364,-0.759947052,2.979445875,0.469592451,0.30581951,-1.77193489,-1
125,MODEL1,PARMS,Trachea,1.732282425,32.86395927,0.023098189,0.577094031,-2.538287114,-1.262269177,5.500107119,-11.26137569,0.831925391,-1.604360277,3.158889548,-1
126,MODEL1,PARMS,Trachea,1.866476117,9.384001629,0.550880027,-0.780084982,1.315876334,0.179408177,1.654424163,-4.26480865,0.259938747,0.789993488,-2.852601293,-1
127,MODEL1,PARMS,Trachea,1.738818634,-4.227768351,0.278351606,-0.615462197,2.690814741,0.974578674,-2.421784899,5.183807197,0.739989587,-0.641538017,0.395239433,-1
128,MODEL1,PARMS,Trachea,1.810808739,36.02834743,0.494245987,-0.973518958,2.409377665,-1.181031221,7.489357592,-16.54303199,-0.60855981,2.65473889,-6.450143616,-1
129,MODEL1,PARMS,Trachea,1.877233669,36.85883191,-0.033872516,0.495365781,-2.930069041,-1.504280711,4.794995975,-9.448276557,0.99707264,-1.665227098,3.606313058,-1
130,MODEL1,PARMS,Trachea,1.825352894,9.851037247,0.393948248,-0.602655927,2.017032125,0.071134875,-1.54161676,4.237866735,0.698277088,0.146399139,-1.331992282,-1
131,MODEL1,PARMS,Trachea,1.756617472,13.41394401,0.264576628,-0.326768745,1.023079811,-0.466376244,0.993042957,-0.695328055,1.974005045,-3.181112649,5.079560398,-1
132,MODEL1,PARMS,Trachea,1.722113395,12.195898,0.058033332,1.101899114,-5.195683147,-0.041800902,0.002213977,1.122562846,0.81710043,0.095842643,-1.635278625,-1
133,MODEL1,PARMS,Trachea,1.77865775,10.23224185,0.254435982,0.161414364,-1.341377271,-0.184379573,0.073918928,1.174512196,1.641228286,-2.961346402,5.10760917,-1
134,MODEL1,PARMS,Trachea,1.76553421,7.959221465,0.006441578,0.924862909,-4.02114456,0.085051679,-0.882987167,2.996139259,1.391464214,-1.268792338,0.920035494,-1
135,MODEL1,PARMS,Trachea,1.942719372,6.506614093,0.368838961,-0.575006117,1.600398203,0.088515852,-0.168990692,1.107683089,1.383326667,-1.926353444,2.850459391,-1
136,MODEL1,PARMS,Trachea,1.920069654,27.80571141,-0.117427715,1.020269505,-4.530475184,-1.050446206,3.534827472,-6.301530933,1.40432624,-4.535443834,9.746658,-1
137,MODEL1,PARMS,Trachea,2.046144247,38.76506458,0.140484621,-0.092492458,-0.414113188,-1.87530132,5.129344526,-9.620011297,1.636457868,-1.312831778,0.224234561,-1
138,MODEL1,PARMS,Trachea,1.870694122,21.20105739,-0.04383528,0.986891702,-3.865870786,-0.358253487,3.61489566,-7.003185782,0.057244368,0.658978325,-2.015245908,-1
139,MODEL1,PARMS,Trachea,1.851731571,28.22652817,-0.01799202,0.530483476,-2.38996595,-1.048901421,4.816619853,-10.32296423,1.173373414,-3.333390686,7.454189499,-1
140,MODEL1,PARMS,Trachea,1.817384312,27.5517393,0.155209531,-0.043215876,-1.526955372,-0.722447991,3.996465311,-8.647662559,0.02218415,-0.033726258,0.066368838,-1
141,MODEL1,PARMS,Trachea,1.769538803,20.66644275,0.14328348,0.047834537,-1.704941102,-0.536157868,-0.359133482,2.815808564,0.927180345,-1.682588671,3.492097543,-1
142,MODEL1,PARMS,Trachea,1.748705801,19.2720671,0.064353398,0.742672941,-3.784450637,-0.422599431,0.362995466,0.954364528,0.714798805,0.028592095,-1.126251459,-1
143,MODEL1,PARMS,Trachea,2.101070258,7.736771478,0.195618882,-0.270091665,0.178848144,0.479320522,-1.084610695,3.432356175,-0.053300536,1.483213869,-4.701557082,-1
144,MODEL1,PARMS,Trachea,1.848650521,21.49658964,0.627560317,-1.618673197,6.331124774,-0.741667373,2.22583124,-3.156365741,0.876887865,0.391331376,-2.97298078,-1
145,MODEL1,PARMS,Trachea,1.833822206,3.829865838,-0.090737678,1.224983176,-5.484052259,0.65467539,-2.051808601,5.075312212,0.383703347,0.3667304,-1.231544837,-1
146,MODEL1,PARMS,Trachea,1.875406458,16.44062998,-0.186090337,0.837551896,-3.933377091,-0.214259579,-0.65159623,3.019211201,0.941762665,-0.707890323,0.233242198,-1
147,MODEL1,PARMS,Trachea,1.908330478,35.23282018,0.262256566,-0.246718339,-0.208650016,-1.567105404,5.795373351,-12.18309648,1.231696476,-2.699849784,5.238746908,-1
148,MODEL1,PARMS,Trachea,1.609511872,43.17642542,0.179562361,-0.052572387,-1.256596939,-1.890371335,6.154069408,-11.3876217,0.680964095,-0.314142633,-0.191276502,-1
149,MODEL1,PARMS,Trachea,1.84424178,11.39355081,0.473925827,-1.159361903,4.134390337,-0.158310113,1.742066593,-3.203657567,1.173119781,-1.899648552,2.822194408,-1
150,MODEL1,PARMS,Trachea,1.727441613,17.63555478,0.352025244,-0.323998348,0.092242894,-0.130293175,1.138121617,-1.715802959,-0.227490343,2.152872141,-5.022111583,-1
151,MODEL1,PARMS,Trachea,1.868785637,22.75702676,0.448269516,-0.398740705,-0.372763811,-0.794779014,1.788435603,-2.773506753,0.98848335,-0.6135419,0.337921507,-1
