SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_ageyr1,AGEYR1,AGEYR2,ers_htcm1,HTCM1,HTCM2,Trachea
114,MODEL1,PARMS,Trachea,1.84886324,36.66150693,0.42668906,-0.56030324,1.169804737,-1.364844518,7.262409822,-15.19082999,-1
115,MODEL1,PARMS,Trachea,1.905747166,5.300644743,-0.061499103,0.708773006,-4.05746512,0.680818928,-1.061442365,2.983385916,-1
116,MODEL1,PARMS,Trachea,1.876319528,0.280866651,0.518980604,-1.613538467,5.754891528,0.866354527,-0.881963144,1.405010855,-1
117,MODEL1,PARMS,Trachea,1.903836354,13.82042716,0.101581876,-0.270456495,0.002103497,0.176176189,-0.65840701,1.816529874,-1
118,MODEL1,PARMS,Trachea,1.737223982,-0.590667558,-0.288353248,0.918484125,-3.182190542,1.112435687,-1.811147059,3.241931033,-1
119,MODEL1,PARMS,Trachea,1.697592546,-12.30203643,0.109546684,-0.018876946,-0.427576493,1.724844335,-3.947150507,7.741693728,-1
120,MODEL1,PARMS,Trachea,1.914668544,14.64442854,0.179613418,-0.344469914,1.852096959,0.047927562,2.646749922,-6.747375991,-1
121,MODEL1,PARMS,Trachea,1.867699128,12.86469945,0.218393013,0.002988911,0.098764357,0.145369254,0.00722765,1.105090128,-1
122,MODEL1,PARMS,Trachea,1.770646094,29.65408465,0.091287047,-0.119527338,0.395024256,-0.82730556,3.687064275,-7.068281939,-1
123,MODEL1,PARMS,Trachea,2.075621665,38.92385162,-0.113407341,0.228501893,-1.033078142,-1.287788152,3.093600029,-5.568255103,-1
124,MODEL1,PARMS,Trachea,1.831850239,9.251997975,0.083363885,-0.295795434,0.919252467,0.4414218,-0.805767775,2.47914777,-1
125,MODEL1,PARMS,Trachea,1.774390029,32.8374267,-0.057022414,0.581881471,-2.289644744,-0.993673048,4.940769014,-9.870244298,-1
126,MODEL1,PARMS,Trachea,1.884365897,9.449157807,0.455071907,-0.572226938,0.511946773,0.291416685,2.186441622,-5.669094028,-1
127,MODEL1,PARMS,Trachea,1.780283288,-9.626592414,0.156122166,-0.424923434,2.032860183,1.565717794,-3.596231588,7.31249251,-1
128,MODEL1,PARMS,Trachea,1.826170488,33.05056281,0.497334762,-0.982856301,2.340760552,-1.159308454,8.089494167,-18.4426447,-1
129,MODEL1,PARMS,Trachea,1.94033094,35.05655859,-0.204518647,0.65418357,-3.146384865,-1.041100509,3.785936168,-6.609757011,-1
130,MODEL1,PARMS,Trachea,1.884330673,2.604960612,0.261632917,-0.523449557,1.953213436,0.777200598,-2.03647175,4.609949495,-1
131,MODEL1,PARMS,Trachea,1.941818756,3.76841244,0.002155886,0.27964341,-1.036402888,0.761573882,-1.266728599,3.469734145,-1
132,MODEL1,PARMS,Trachea,1.805545154,8.791207147,-0.051596228,1.103701883,-5.101942749,0.465540671,-0.120299187,0.84022384,-1
133,MODEL1,PARMS,Trachea,1.908556497,10.42144911,0.038562648,0.538803956,-2.534913699,0.337923563,-0.245147177,1.414481268,-1
134,MODEL1,PARMS,Trachea,1.891115585,4.272553255,-0.125740242,0.976086406,-3.80825135,0.771508686,-1.265703131,3.140392323,-1
135,MODEL1,PARMS,Trachea,2.079135218,6.510624116,0.156349361,-0.301929921,1.11552606,0.556576807,-0.528648933,1.818612445,-1
136,MODEL1,PARMS,Trachea,1.987447722,31.52083178,-0.175737813,1.248828937,-5.624564488,-0.889705148,2.651376356,-4.077084107,-1
137,MODEL1,PARMS,Trachea,2.263056422,39.52581114,-0.056318113,-0.101622642,0.324527418,-1.363637866,5.463103975,-11.04403626,-1
138,MODEL1,PARMS,Trachea,1.874792414,20.5210403,-0.083473191,1.048228387,-4.1012865,-0.278030574,3.801772471,-7.649740668,-1
139,MODEL1,PARMS,Trachea,1.90142129,28.02793375,-0.031436516,0.478605013,-1.997639752,-0.710597925,4.200453874,-8.81958799,-1
140,MODEL1,PARMS,Trachea,1.814452498,27.57532681,0.154239889,-0.044437616,-1.523249673,-0.716902027,4.003368687,-8.661865266,-1
141,MODEL1,PARMS,Trachea,1.816567998,23.10805147,0.048588114,0.182765842,-2.067395361,-0.384432436,-0.375482674,3.39697878,-1
142,MODEL1,PARMS,Trachea,1.803434738,14.87709709,-0.047336014,0.926724637,-4.42776608,0.103113624,0.271389299,0.662298795,-1
143,MODEL1,PARMS,Trachea,2.122620462,12.50233627,0.058368755,0.081236253,-1.209864773,0.221599443,0.612632071,-0.795761701,-1
144,MODEL1,PARMS,Trachea,1.941377413,20.00211282,0.542429385,-1.725606804,7.193861873,-0.345726917,2.741736372,-4.945605655,-1
145,MODEL1,PARMS,Trachea,1.865971095,5.238739733,-0.31108493,1.81893968,-7.826230419,0.754455112,-1.594418076,4.404726373,-1
146,MODEL1,PARMS,Trachea,1.929658325,16.21044197,-0.243375317,0.789279954,-3.500004859,0.102243442,-0.006143841,0.970714148,-1
147,MODEL1,PARMS,Trachea,1.964724515,36.83107053,0.244404602,-0.438860178,0.689044896,-1.303760529,5.380032515,-11.18417674,-1
148,MODEL1,PARMS,Trachea,1.680816938,45.11222075,0.123395811,-0.347586476,0.550786451,-1.771761572,6.420817717,-11.73222667,-1
149,MODEL1,PARMS,Trachea,1.902476364,9.544669314,0.426407567,-1.084838033,3.384546257,0.316588859,0.627520112,-1.084456896,-1
150,MODEL1,PARMS,Trachea,1.758259023,15.51440331,0.180816026,0.007226268,-1.011590023,0.003464678,1.671377923,-2.798814542,-1
151,MODEL1,PARMS,Trachea,1.967906236,23.71532615,0.394068831,-0.783206963,1.584285364,-0.515082459,1.804043631,-2.562503543,-1
152,MODEL1,PARMS,Trachea,2.045524847,28.46531864,0.240374208,-0.236476041,0.1525902,-0.773892348,2.104735674,-2.165910278,-1
153,MODEL1,PARMS,Trachea,1.718727953,8.017895218,0.031976304,0.092080992,-0.800404421,0.521715758,-1.625701934,4.279896519,-1
154,MODEL1,PARMS,Trachea,2.076131484,1.56360435,-0.007216666,-0.011450501,0.314180485,0.938468024,-4.229464184,10.79182383,-1
155,MODEL1,PARMS,Trachea,1.962168262,11.87275898,0.136226043,-0.910119461,4.567818625,0.273282692,-0.539159041,1.018586471,-1
156,MODEL1,PARMS,Trachea,1.732028811,23.62614955,-0.008932393,0.861052836,-3.76755152,-0.441306794,0.783073052,0.229214314,-1
157,MODEL1,PARMS,Trachea,1.72780996,1.576007676,0.260454844,-0.896691852,4.061108584,0.843676377,-2.109716223,5.918027085,-1
158,MODEL1,PARMS,Trachea,1.975508913,17.43320771,0.633078178,-1.384126384,3.613099492,-0.212029366,1.629538122,-2.310857615,-1
159,MODEL1,PARMS,Trachea,1.938113385,-5.800216892,0.481791243,-0.685824756,1.225521549,1.225003285,-1.945712501,3.398212201,-1
160,MODEL1,PARMS,Trachea,1.808927563,28.04198683,0.369262228,-0.552773722,0.152976479,-0.780214915,1.643131577,-1.730908536,-1
161,MODEL1,PARMS,Trachea,1.694877811,25.98133444,0.106911775,-0.205784517,0.853908688,-0.625532707,3.805434326,-7.302508113,-1
162,MODEL1,PARMS,Trachea,1.872527503,0.159045448,0.597261853,-1.668895004,6.1460124,0.86409492,-3.354601443,8.876518374,-1
163,MODEL1,PARMS,Trachea,2.031608047,18.94856395,0.248680009,-0.5115678,1.317147806,-0.218724208,2.932605597,-6.772324558,-1
164,MODEL1,PARMS,Trachea,1.862156986,10.23712624,0.263436124,-0.214303852,0.328627519,0.299653253,0.495651257,-0.308077323,-1
165,MODEL1,PARMS,Trachea,2.065964042,9.654398356,0.253467698,-1.063021686,4.553400567,0.366208636,0.162493433,0.624171285,-1
166,MODEL1,PARMS,Trachea,1.766544668,18.29469725,0.036868655,0.000158292,-0.160182622,-0.117253468,0.9411112,-0.773136698,-1
167,MODEL1,PARMS,Trachea,1.785168709,0.396042222,0.110645203,0.009453681,0.875322594,0.938086391,-1.797129396,4.135340672,-1
168,MODEL1,PARMS,Trachea,1.995950057,28.71713828,0.183514664,-0.314909357,1.245568738,-0.794706716,3.41939757,-6.040600429,-1
169,MODEL1,PARMS,Trachea,1.887475867,22.7999342,-0.036207334,0.549602484,-3.245852105,-0.378174886,2.008111132,-3.80616894,-1
170,MODEL1,PARMS,Trachea,1.836190648,0.641221834,0.173970411,-0.411981626,1.502533814,0.937068701,-2.769518883,6.572971022,-1
171,MODEL1,PARMS,Trachea,1.956903677,-9.106883412,0.227537062,-0.389159499,2.050297315,1.484600516,-3.28312641,7.230594054,-1
172,MODEL1,PARMS,Trachea,1.838437325,19.46873731,-0.0194422,0.437851646,-2.044162999,-0.178914066,1.008383023,-1.33600478,-1
173,MODEL1,PARMS,Trachea,1.896469809,19.84278361,0.110791311,0.009002528,-0.820561306,-0.227860632,1.211020238,-2.022951058,-1
174,MODEL1,PARMS,Trachea,1.726428444,1.473081637,0.183313867,-0.265403231,0.020325764,0.867774924,-0.245673597,0.195745105,-1
175,MODEL1,PARMS,Trachea,1.886016074,7.611089436,0.136607338,0.066286744,-0.497448682,0.504178673,-0.167702372,1.419215441,-1
176,MODEL1,PARMS,Trachea,1.802273018,10.29198001,0.192405433,0.123757493,-1.571248954,0.315283705,0.816668803,-1.776264109,-1
177,MODEL1,PARMS,Trachea,1.810560483,23.91500931,0.434966497,-1.111032477,3.833681729,-0.566862948,3.200721904,-5.541363714,-1
178,MODEL1,PARMS,Trachea,1.843020319,9.907359303,-0.348392293,0.783751408,-2.212643097,0.518083842,-1.859235615,5.362070242,-1
179,MODEL1,PARMS,Trachea,1.717678066,6.767273044,-0.040253336,-0.084822032,0.881079488,0.61115224,0.384508953,-2.099827152,-1
180,MODEL1,PARMS,Trachea,1.65642289,9.348527329,-0.058043215,0.846993856,-4.040812511,0.421308452,1.089109426,-3.156351569,-1
181,MODEL1,PARMS,Trachea,2.135260686,17.34158945,-0.394283169,2.00823696,-8.19741915,-0.00039914,3.848103748,-8.84318748,-1
182,MODEL1,PARMS,Trachea,1.896429585,25.6412661,0.635911611,-1.627044966,5.350956523,-0.697278118,1.584966508,-1.938249505,-1
183,MODEL1,PARMS,Trachea,1.874789654,49.51373222,-0.19114583,1.450549883,-6.487200151,-1.970413518,6.70290512,-13.08312845,-1
184,MODEL1,PARMS,Trachea,1.790804847,-3.086047803,-0.149197607,0.948863273,-4.186909981,1.236992886,-4.036164325,9.019422972,-1
185,MODEL1,PARMS,Trachea,1.819527782,36.15829526,-0.104979145,1.233728966,-5.572926837,-1.199065192,5.11979969,-9.925336973,-1
186,MODEL1,PARMS,Trachea,1.937496057,43.73688674,0.231339412,-0.482182702,1.669886699,-1.720068357,6.219869427,-11.76850328,-1
187,MODEL1,PARMS,Trachea,1.832165591,24.09307157,0.416410076,-0.942935617,2.733062865,-0.585176714,3.055203537,-6.148691021,-1
188,MODEL1,PARMS,Trachea,1.882307761,13.00341752,-0.089005784,1.134035327,-4.535258018,0.213701702,1.062766445,-2.533258789,-1
189,MODEL1,PARMS,Trachea,1.932117104,36.16117468,0.197343918,-0.452204403,0.680246624,-1.223045658,4.69966829,-9.277812655,-1
190,MODEL1,PARMS,Trachea,1.732605785,24.92909286,0.290359076,-0.457514193,0.933607815,-0.586045318,3.013725385,-5.444186272,-1
191,MODEL1,PARMS,Trachea,1.823795362,20.07809355,0.446945531,-1.244295145,4.703192126,-0.337286148,2.310327937,-4.151097227,-1
192,MODEL1,PARMS,Trachea,1.761498484,11.42734962,0.141474319,0.23101894,-2.164981483,0.246169043,0.695180111,-0.669847872,-1
