SampleID,_MODEL_,_TYPE_,_DEPVAR_,_RMSE_,Intercept,ers_tot,ers_tot1,ers_tot2,Trachea
92,MODEL1,PARMS,Trachea,1.746750595,11.05814632,0.920464444,0.839783722,-1.742616583,-1
93,MODEL1,PARMS,Trachea,1.757649508,10.26965631,1.202943103,-0.500311805,0.149941328,-1
94,MODEL1,PARMS,Trachea,1.732068637,9.646961871,1.395226902,-1.949290067,2.82536324,-1
95,MODEL1,PARMS,Trachea,2.201941146,12.65957927,0.479207956,1.990907963,-3.814155056,-1
96,MODEL1,PARMS,Trachea,1.675605607,10.30144622,1.282890072,-2.481190473,4.332673179,-1
97,MODEL1,PARMS,Trachea,1.788983897,8.080301586,1.79120712,-2.998101658,4.370666971,-1
98,MODEL1,PARMS,Trachea,1.779832439,9.425044782,1.439757663,-1.177552629,0.899759611,-1
99,MODEL1,PARMS,Trachea,2.073905278,9.977497555,1.33903422,-1.878690408,2.80271149,-1
100,MODEL1,PARMS,Trachea,1.824267189,9.729439482,1.354984011,-1.528958716,2.19518029,-1
101,MODEL1,PARMS,Trachea,1.806022084,9.300807457,1.492787076,-2.63414844,4.301151645,-1
102,MODEL1,PARMS,Trachea,1.772171824,8.419740065,1.694901743,-2.81650014,4.097451806,-1
103,MODEL1,PARMS,Trachea,1.878296795,10.16022333,1.323648867,-2.321189621,3.658686001,-1
104,MODEL1,PARMS,Trachea,1.920221477,10.09960542,1.21238538,0.026259639,-0.803458043,-1
105,MODEL1,PARMS,Trachea,1.860435434,9.174422543,1.527004736,-2.014586229,3.003042097,-1
106,MODEL1,PARMS,Trachea,1.799496948,9.971603434,1.367461091,-2.836010448,4.850660152,-1
107,MODEL1,PARMS,Trachea,1.695754747,9.176023479,1.556397504,-3.307634766,5.473058911,-1
108,MODEL1,PARMS,Trachea,1.744441432,10.28146965,1.26098928,-2.042773675,3.28878226,-1
109,MODEL1,PARMS,Trachea,1.881165909,9.787539317,1.399756443,-2.025973835,3.073018363,-1
110,MODEL1,PARMS,Trachea,1.69329595,11.56462164,0.865632846,0.024109592,-0.431103243,-1
111,MODEL1,PARMS,Trachea,1.728875399,10.71198531,1.065098966,-0.494696033,0.478742956,-1
112,MODEL1,PARMS,Trachea,1.767233575,10.43946028,1.167649482,-1.376374873,2.135449713,-1
113,MODEL1,PARMS,Trachea,1.803974185,9.08763674,1.565947472,-2.221841703,3.125035692,-1
114,MODEL1,PARMS,Trachea,1.72627471,9.960971838,1.232783752,-1.330564176,2.159565105,-1
115,MODEL1,PARMS,Trachea,1.766671857,11.61348743,0.957843574,-1.501778809,2.715929791,-1
116,MODEL1,PARMS,Trachea,1.783328054,11.43912646,0.877065033,0.257026833,-0.779349002,-1
117,MODEL1,PARMS,Trachea,1.712213183,8.862198401,1.516721632,-1.391953469,1.515820496,-1
118,MODEL1,PARMS,Trachea,1.894725473,11.29386285,0.947611933,-0.908673453,1.488555707,-1
119,MODEL1,PARMS,Trachea,1.84498877,8.893179247,1.590158064,-2.022431216,2.891248882,-1
120,MODEL1,PARMS,Trachea,1.804446508,10.52649411,1.095023817,-0.154491973,-0.469869365,-1
121,MODEL1,PARMS,Trachea,2.036470242,10.72152686,1.05457154,0.290788074,-1.438770473,-1
122,MODEL1,PARMS,Trachea,1.753294381,9.436731432,1.501713237,-2.589201878,4.136324485,-1
123,MODEL1,PARMS,Trachea,1.698230971,8.941573034,1.615146755,-2.545022605,3.794316434,-1
124,MODEL1,PARMS,Trachea,1.720574036,9.552690975,1.320239399,-0.4233581,-0.154613709,-1
125,MODEL1,PARMS,Trachea,1.882000123,9.160652395,1.559646773,-2.627368889,4.29936242,-1
126,MODEL1,PARMS,Trachea,1.74851498,10.0673089,1.30998871,-1.403710244,2.047956003,-1
127,MODEL1,PARMS,Trachea,1.831727388,9.728505783,1.440822136,-2.353681647,3.638001377,-1
128,MODEL1,PARMS,Trachea,1.658164715,11.46246322,0.857310315,1.011067277,-2.538407454,-1
129,MODEL1,PARMS,Trachea,1.840958302,10.89297929,1.06507051,0.2073776,-1.533320365,-1
130,MODEL1,PARMS,Trachea,1.978327424,12.47047711,0.633297047,1.081117703,-2.304785641,-1
131,MODEL1,PARMS,Trachea,1.659998627,9.99698396,1.307684566,-1.588909985,2.243425263,-1
132,MODEL1,PARMS,Trachea,1.725230101,10.68181308,1.129491131,-1.420709695,2.252637249,-1
133,MODEL1,PARMS,Trachea,1.764905145,10.41145824,1.128441813,0.515731911,-1.993281081,-1
134,MODEL1,PARMS,Trachea,1.720453995,11.0038686,1.014058798,0.060706072,-0.50752437,-1
135,MODEL1,PARMS,Trachea,1.800257285,9.163160278,1.533108975,-2.270634471,3.261938886,-1
136,MODEL1,PARMS,Trachea,1.792960479,10.37159356,1.190010708,-0.077822801,-0.744407906,-1
137,MODEL1,PARMS,Trachea,1.831725904,11.477538,0.93532772,-0.536934913,0.638724569,-1
138,MODEL1,PARMS,Trachea,1.683401493,9.798403934,1.326639083,-1.097758133,1.146222087,-1
139,MODEL1,PARMS,Trachea,1.806547418,13.73876088,0.211263701,3.358818923,-6.195757874,-1
140,MODEL1,PARMS,Trachea,2.105391867,10.29903358,1.193568679,-1.1373228,1.545650329,-1
141,MODEL1,PARMS,Trachea,1.653163009,10.79389702,1.014794313,0.330865261,-1.074426951,-1
142,MODEL1,PARMS,Trachea,1.757323883,9.443144963,1.459739434,-1.958082914,2.663126897,-1
143,MODEL1,PARMS,Trachea,1.781347132,10.77401921,0.997552814,0.345284533,-0.727582925,-1
144,MODEL1,PARMS,Trachea,1.774924577,10.2610216,1.245516148,-0.7397619,0.526320809,-1
145,MODEL1,PARMS,Trachea,1.996882955,10.83382385,1.095431231,-0.85474412,1.1274578,-1
146,MODEL1,PARMS,Trachea,1.789959565,11.3910535,0.967846786,-0.361529586,0.121210895,-1
147,MODEL1,PARMS,Trachea,1.854540944,10.38850772,1.201509687,-1.925444468,3.230768511,-1
148,MODEL1,PARMS,Trachea,1.803165228,9.328153563,1.452556457,-1.052210081,0.729548641,-1
149,MODEL1,PARMS,Trachea,1.758111745,10.47552066,1.117339063,-0.070908946,-0.605390984,-1
150,MODEL1,PARMS,Trachea,1.900110069,9.293180366,1.480042047,-2.048479539,3.082471818,-1
151,MODEL1,PARMS,Trachea,1.734977234,10.52491006,1.14790306,-0.179404022,-0.626467728,-1
152,MODEL1,PARMS,Trachea,1.674781131,9.72812533,1.359480837,-1.525054053,1.849375331,-1
153,MODEL1,PARMS,Trachea,1.866482246,10.94096363,0.991124896,-0.048149858,-0.370927504,-1
154,MODEL1,PARMS,Trachea,1.637746389,10.33921906,1.175040206,-0.389725596,-0.033372201,-1
155,MODEL1,PARMS,Trachea,1.641109291,10.29364266,1.207435185,-0.848613028,0.911940776,-1
156,MODEL1,PARMS,Trachea,1.969798406,10.19531184,1.211315671,-0.898097689,1.290886998,-1
157,MODEL1,PARMS,Trachea,1.684512213,10.34796008,1.130448269,-0.312366262,-0.041934265,-1
158,MODEL1,PARMS,Trachea,1.771022406,9.55849536,1.393734328,-1.545052524,2.144957083,-1
159,MODEL1,PARMS,Trachea,1.774129084,10.90982903,1.05625021,-0.793310649,0.88331281,-1
160,MODEL1,PARMS,Trachea,1.545037926,11.18137264,0.947169822,0.152223708,-0.85885143,-1
161,MODEL1,PARMS,Trachea,1.773964897,8.324642142,1.704769419,-2.266005258,2.992812895,-1
162,MODEL1,PARMS,Trachea,1.879985931,10.07982766,1.265428588,-1.289214459,1.698438738,-1
163,MODEL1,PARMS,Trachea,1.765025182,9.537815153,1.406283363,-1.987246151,3.129539451,-1
164,MODEL1,PARMS,Trachea,1.742752125,11.24999802,0.913349331,0.785776443,-2.035557333,-1
165,MODEL1,PARMS,Trachea,1.765225034,8.545528884,1.641758038,-2.281428368,3.157544448,-1
166,MODEL1,PARMS,Trachea,1.992403744,9.120531986,1.520186633,-2.447150679,3.712736065,-1
167,MODEL1,PARMS,Trachea,1.854861436,12.67034116,0.47908307,2.482684185,-4.951362563,-1
168,MODEL1,PARMS,Trachea,1.689941428,10.32885627,1.172273005,-1.128025098,1.653242317,-1
169,MODEL1,PARMS,Trachea,1.697151153,10.3711033,1.177049526,-0.973796019,1.224140271,-1
170,MODEL1,PARMS,Trachea,1.982219868,12.15050433,0.727786088,0.56373272,-1.263390958,-1
171,MODEL1,PARMS,Trachea,1.923628023,11.28990725,0.967332587,-0.656256902,0.708799914,-1
172,MODEL1,PARMS,Trachea,1.715395377,10.84439208,1.070233127,-0.95329163,1.445719642,-1
173,MODEL1,PARMS,Trachea,1.859263277,9.172968711,1.539854452,-2.5763724,4.18565971,-1
174,MODEL1,PARMS,Trachea,1.677799315,9.75795131,1.231502611,0.116201588,-1.069457611,-1
175,MODEL1,PARMS,Trachea,1.816494639,9.372685297,1.481325345,-1.640841814,1.999364822,-1
176,MODEL1,PARMS,Trachea,1.843348819,8.892507804,1.575115429,-1.961426687,2.572081682,-1
177,MODEL1,PARMS,Trachea,1.870268709,10.52636819,1.119352656,0.190057536,-1.121403107,-1
178,MODEL1,PARMS,Trachea,1.765835653,10.19380103,1.269271773,-1.852024687,2.955615177,-1
179,MODEL1,PARMS,Trachea,1.678390678,10.60539175,1.075995323,0.376268327,-1.352420697,-1
180,MODEL1,PARMS,Trachea,1.836282904,11.4609868,0.873066908,0.485502115,-1.199079455,-1
181,MODEL1,PARMS,Trachea,1.620656561,13.41810838,0.304490651,2.328811259,-3.970356446,-1
182,MODEL1,PARMS,Trachea,1.749501072,9.888925491,1.293064092,-0.717830762,0.56009569,-1
183,MODEL1,PARMS,Trachea,2.000103879,10.23378789,1.262217875,-1.952239132,3.421262009,-1
184,MODEL1,PARMS,Trachea,1.686686756,8.875215171,1.62667284,-2.613039962,3.912572864,-1
185,MODEL1,PARMS,Trachea,1.920881825,10.5643193,1.117930146,-1.683295685,3.072124652,-1
186,MODEL1,PARMS,Trachea,1.628713622,10.64982833,1.159663948,-1.284439902,1.783085501,-1
187,MODEL1,PARMS,Trachea,1.718850697,10.59140535,1.150470632,-1.178379876,1.517248722,-1
188,MODEL1,PARMS,Trachea,1.791152545,11.11598495,1.004744348,-0.72824058,1.103898592,-1
189,MODEL1,PARMS,Trachea,1.743129665,11.67674712,0.792584855,1.734909481,-4.158558721,-1
190,MODEL1,PARMS,Trachea,1.97445811,10.2132505,1.191712526,-0.018544547,-0.675060241,-1
191,MODEL1,PARMS,Trachea,1.858887033,11.86230509,0.815175269,-0.472410447,0.547728464,-1
192,MODEL1,PARMS,Trachea,1.676052166,8.931243835,1.570384686,-2.516711765,3.879678038,-1
193,MODEL1,PARMS,Trachea,1.711333521,10.49290573,1.148825182,-0.466799232,0.185040067,-1
194,MODEL1,PARMS,Trachea,1.862765934,9.327607473,1.510856162,-3.001597381,4.914793633,-1
195,MODEL1,PARMS,Trachea,1.736840895,10.22940689,1.236038932,-0.460093971,-0.236256585,-1
196,MODEL1,PARMS,Trachea,1.729237662,8.883071508,1.608408859,-2.509631164,3.528751221,-1
197,MODEL1,PARMS,Trachea,1.747118729,8.924264245,1.667704608,-3.28819843,5.154435449,-1
198,MODEL1,PARMS,Trachea,1.788930271,10.60980738,1.1716597,-0.981609024,1.205191654,-1
199,MODEL1,PARMS,Trachea,1.731166269,10.77046192,1.017269008,0.609793489,-1.866286346,-1
200,MODEL1,PARMS,Trachea,1.848499399,12.21696976,0.582260379,2.069836083,-4.157566058,-1
201,MODEL1,PARMS,Trachea,1.870353661,8.994269463,1.532588224,-1.904790257,2.663206094,-1
202,MODEL1,PARMS,Trachea,1.737703666,9.057841892,1.497721614,-1.511854375,2.054081911,-1
203,MODEL1,PARMS,Trachea,1.90049196,11.5343602,0.824444128,1.087736367,-2.491458772,-1
204,MODEL1,PARMS,Trachea,1.877411885,12.75060512,0.467634382,2.289904105,-4.418419909,-1
205,MODEL1,PARMS,Trachea,1.774660048,9.781354316,1.309189829,-1.308215292,1.852958107,-1
206,MODEL1,PARMS,Trachea,2.02379538,13.22475447,0.441660434,1.86863925,-3.564950277,-1
207,MODEL1,PARMS,Trachea,1.911630998,9.128216644,1.580393967,-2.773794678,4.340527048,-1
208,MODEL1,PARMS,Trachea,1.885298822,9.348186681,1.494478496,-2.299629122,3.319861962,-1
209,MODEL1,PARMS,Trachea,1.757963508,10.58276035,1.129006979,-1.069531237,1.384803136,-1
210,MODEL1,PARMS,Trachea,1.811481318,12.70694447,0.527288499,2.146176657,-4.495346618,-1
211,MODEL1,PARMS,Trachea,1.788319088,10.20618311,1.274665923,-1.228084067,1.680463287,-1
212,MODEL1,PARMS,Trachea,1.737829714,10.44390036,1.167594622,-0.275149352,-0.435265698,-1
213,MODEL1,PARMS,Trachea,1.662017818,9.909598394,1.256018241,-1.169219613,1.762813833,-1
214,MODEL1,PARMS,Trachea,1.906458504,9.975123115,1.318484199,-0.565667522,0.016516633,-1
215,MODEL1,PARMS,Trachea,1.900750907,11.0106574,0.95608848,0.881740225,-2.614899921,-1
216,MODEL1,PARMS,Trachea,1.704473917,10.29536471,1.272753383,-1.37505191,1.876496082,-1
217,MODEL1,PARMS,Trachea,1.816642206,10.39120212,1.185080514,-1.472479327,2.311330934,-1
218,MODEL1,PARMS,Trachea,1.752172846,11.1464336,0.863706917,1.725215448,-3.96377361,-1
219,MODEL1,PARMS,Trachea,1.671577719,10.77155221,1.024063323,0.145891987,-0.84236538,-1
220,MODEL1,PARMS,Trachea,1.699696902,9.501099544,1.384531256,-1.527443145,2.042565104,-1
221,MODEL1,PARMS,Trachea,1.728087457,10.02629276,1.288938736,-1.497849356,2.258431998,-1
222,MODEL1,PARMS,Trachea,1.619023584,10.18637648,1.218282993,-1.138840748,1.759817968,-1
223,MODEL1,PARMS,Trachea,1.780710826,10.21968289,1.222278373,0.194673077,-1.485185251,-1
224,MODEL1,PARMS,Trachea,1.845647708,10.15916004,1.275231933,-1.150384876,1.443641035,-1
225,MODEL1,PARMS,Trachea,1.77948031,11.64382069,0.806000883,0.542525173,-1.382970327,-1
226,MODEL1,PARMS,Trachea,1.994978159,11.97863194,0.840727678,0.044082486,-0.799397732,-1
227,MODEL1,PARMS,Trachea,1.785992978,9.517540113,1.402655217,-1.575878051,2.197300867,-1
228,MODEL1,PARMS,Trachea,2.061869099,10.125302,1.171542737,-0.416657507,0.145947625,-1
229,MODEL1,PARMS,Trachea,1.725190414,10.28264139,1.156121808,-0.014070912,-0.862941504,-1
230,MODEL1,PARMS,Trachea,1.735923968,12.2774483,0.641332256,1.233424133,-2.60731762,-1
231,MODEL1,PARMS,Trachea,1.685620496,10.11035719,1.203380611,-0.050090115,-0.936179327,-1
232,MODEL1,PARMS,Trachea,1.606664478,11.28747937,0.949729614,0.278407505,-1.202051318,-1
233,MODEL1,PARMS,Trachea,1.735724908,10.07112016,1.267568111,-1.401290647,1.919904765,-1
234,MODEL1,PARMS,Trachea,1.848808301,13.54277733,0.296529986,2.776777452,-5.065396627,-1
235,MODEL1,PARMS,Trachea,1.759621629,9.291239897,1.533663101,-2.827482946,4.252354654,-1
236,MODEL1,PARMS,Trachea,1.774240522,10.19327097,1.256838919,-1.63815189,2.608004383,-1
237,MODEL1,PARMS,Trachea,1.697651553,10.2431148,1.205339573,-1.230524045,1.470223332,-1
238,MODEL1,PARMS,Trachea,1.780767049,10.47065944,1.241985738,-2.17329195,3.814852174,-1
239,MODEL1,PARMS,Trachea,1.765783486,10.83823266,1.035642394,0.3726385,-1.478803805,-1
240,MODEL1,PARMS,Trachea,1.88707009,11.247001,1.009873467,-0.407143603,-0.020871658,-1
241,MODEL1,PARMS,Trachea,1.88601219,8.155617518,1.783128185,-3.230792824,5.18720226,-1
242,MODEL1,PARMS,Trachea,1.756454272,9.726727917,1.405653896,-1.518164679,1.782235897,-1
243,MODEL1,PARMS,Trachea,1.775018246,10.41458461,1.205973553,-1.645093182,2.701413418,-1
244,MODEL1,PARMS,Trachea,1.804627252,9.479516173,1.404251592,-0.958534205,0.652725726,-1
245,MODEL1,PARMS,Trachea,1.828747134,11.73143592,0.789683969,1.69359128,-3.94389164,-1
246,MODEL1,PARMS,Trachea,1.661586781,9.302440959,1.505110463,-2.610747232,4.176956788,-1
247,MODEL1,PARMS,Trachea,1.927225462,12.81642007,0.480733941,2.585118875,-5.212323579,-1
248,MODEL1,PARMS,Trachea,1.769140573,10.85188663,1.060104661,-0.696477041,0.855452001,-1
249,MODEL1,PARMS,Trachea,1.770629296,10.39885765,1.192173395,-0.424309845,-0.254770535,-1
250,MODEL1,PARMS,Trachea,1.782777334,10.23192922,1.25207799,-1.494851686,2.280343061,-1
251,MODEL1,PARMS,Trachea,1.663151019,11.09039249,0.966410318,0.473765223,-1.538274911,-1
252,MODEL1,PARMS,Trachea,1.865810111,9.609476167,1.373573968,-1.111116054,1.054124784,-1
253,MODEL1,PARMS,Trachea,1.916781515,11.11482676,0.931002053,0.515298653,-1.204498656,-1
254,MODEL1,PARMS,Trachea,1.855722094,10.55335933,1.180597174,-1.798084412,3.009905999,-1
255,MODEL1,PARMS,Trachea,1.679640218,10.6998937,1.049626155,-0.544853617,0.67351088,-1
256,MODEL1,PARMS,Trachea,1.905810854,10.91609911,0.999414031,0.542244026,-1.595617872,-1
257,MODEL1,PARMS,Trachea,2.009673303,9.976687555,1.315898195,-1.540810905,2.235000426,-1
258,MODEL1,PARMS,Trachea,1.589347331,10.75414895,1.087264244,-0.344621154,0.083787603,-1
259,MODEL1,PARMS,Trachea,1.691728005,11.7717835,0.817052442,0.177143898,-0.557994351,-1
260,MODEL1,PARMS,Trachea,1.728849216,8.873679841,1.504580481,-0.570190722,-0.199523362,-1
261,MODEL1,PARMS,Trachea,1.719321734,11.4335732,0.889788918,0.392780239,-1.292824867,-1
262,MODEL1,PARMS,Trachea,1.788640531,9.999066097,1.296757782,-1.29649642,1.74121018,-1
263,MODEL1,PARMS,Trachea,1.792319219,9.668151905,1.393629983,-1.511826169,1.601104158,-1
264,MODEL1,PARMS,Trachea,1.777159678,10.42444024,1.180799024,-0.305660561,-0.533091147,-1
265,MODEL1,PARMS,Trachea,1.655016673,9.416480213,1.457826639,-1.711138186,2.350741885,-1
266,MODEL1,PARMS,Trachea,1.962515389,7.526620862,2.023587373,-4.246101635,6.567296094,-1
